Year,Team,BPIO,BPID
2018,Rutgers,-3.8,6.3
2018,Georgia Southern,1.6,0.8
2018,Jacksonville State,-1.2,3.6
2018,Canisius,1.4,0.9
2018,Liberty,0.7,1.4
2018,Northern Iowa,-2.3,4.4
2018,Towson,0.8,1.2
2018,Albany,2.0,-0.1
2018,Bradley,-1.7,3.5
2018,Louisiana Tech,1.6,0.2
2018,Wright State,-2.9,4.6
2018,Winthrop,1.4,0.2
2018,Rider,2.6,-1.0
2018,San Diego,-1.2,2.7
2018,La Salle,0.8,0.7
2018,Harvard,-2.4,3.9
2018,Wofford,3.8,-2.4
2018,Saint Louis,-2.2,3.5
2018,UC Santa Barbara,2.6,-1.4
2018,Portland State,2.0,-0.7
2018,Colorado,-1.2,2.4
2018,Hofstra,4.5,-3.3
2018,Idaho,1.6,-0.4
2018,UC Irvine,-2.3,3.5
2018,Wyoming,-0.6,1.7
2018,Valparaiso,-1.7,2.7
2018,Weber State,2.0,-1.0
2018,Utah State,1.3,-0.3
2018,William & Mary,7.2,-6.2
2018,Oakland,2.1,-1.1
2018,UMBC,-0.2,0.9
2018,Southern Illinois,-0.2,0.8
2018,Eastern Washington,1.9,-1.4
2018,Illinois State,-0.5,1.0
2018,Memphis,1.2,-0.7
2018,UC Davis,-1.4,1.9
2018,Purdue Fort Wayne,1.8,-1.5
2018,Dayton,2.2,-2.1
2018,Evansville,-3.8,3.9
2018,Yale,0.7,-0.6
2018,Troy,1.6,-1.5
2018,Radford,-1.0,1.1
2018,North Texas,0.0,0.0
2018,North Dakota State,0.7,-0.6
2018,Tulane,0.7,-0.7
2018,Eastern Michigan,-2.3,2.2
2018,Monmouth,-0.5,0.3
2018,UConn,-0.5,0.3
2018,San Francisco,-2.5,2.2
2018,UNC Asheville,0.8,-1.1
2018,Lipscomb,-0.8,0.5
2018,Princeton,0.6,-0.9
2018,Central Michigan,3.0,-3.3
2018,Ball State,-0.8,0.5
2018,Drake,0.3,-0.7
2018,Richmond,1.7,-2.1
2018,UIC,-3.0,2.5
2018,Indiana State,-1.6,1.1
2018,Wagner,-2.5,1.9
2018,Nicholls,-1.1,0.5
2018,CSU Fullerton,-1.8,1.1
2018,Colgate,1.0,-1.8
2018,Duquesne,-0.2,-1.0
2018,Pacific,0.5,-1.8
2018,Appalachian State,-0.9,-0.4
2018,UTSA,-0.7,-0.7
2018,Lamar,-1.6,0.2
2018,Miami (OH),-3.0,1.4
2018,Campbell,1.1,-2.7
2018,UMass,0.9,-2.6
2018,Western Michigan,0.7,-2.4
2018,Austin Peay,-1.0,-0.8
2018,Columbia,1.4,-3.3
2018,George Washington,-1.1,-0.8
2018,Ohio,-3.0,1.1
2018,High Point,-2.8,0.8
2018,Navy,-3.1,1.1
2018,St. Francis (PA),1.2,-3.3
2018,Coastal Carolina,-2.0,-0.2
2018,South Alabama,-5.3,3.1
2018,Kent State,-1.6,-0.7
2018,Stony Brook,-4.6,2.2
2018,Seattle U,-0.1,-2.4
2018,Saint Peter's,-5.3,2.8
2018,Tennessee Tech,-3.8,1.2
2018,Fairfield,-1.5,-1.1
2018,Niagara,2.4,-5.0
2018,UL Monroe,-2.1,-0.6
2018,Texas State,-3.4,0.7
2018,Manhattan,-3.4,0.6
2018,Charleston Southern,-2.3,-0.6
2018,Central Arkansas,0.4,-3.3
2018,SE Louisiana,-2.2,-0.8
2018,George Mason,-2.0,-1.0
2018,Sam Houston,-3.0,0.0
2018,Washington State,0.6,-3.7
2018,Lehigh,0.2,-3.3
2018,Tennessee State,-5.5,2.2
2018,Hartford,-1.8,-1.6
2018,Army,-2.5,-0.9
2018,James Madison,-2.4,-1.1
2018,Milwaukee,-3.0,-0.5
2018,Hawai'i,-3.7,0.2
2018,Texas Southern,0.7,-4.3
2018,Boston University,-2.3,-1.3
2018,New Hampshire,-3.1,-0.5
2018,Elon,-0.5,-3.1
2018,Denver,-1.6,-2.2
2018,Long Beach State,-0.5,-3.3
2018,Florida Atlantic,-5.0,1.0
2018,NJIT,-2.9,-1.3
2018,Gardner-Webb,-3.3,-0.9
2018,Southern Miss,-0.6,-3.6
2018,Robert Morris,-6.4,2.2
2018,Eastern Illinois,-3.5,-0.8
2018,Long Island University,-1.3,-3.2
2018,Bowling Green,-1.9,-2.7
2018,UNC Wilmington,0.3,-4.8
2018,Green Bay,-3.7,-0.8
2018,Loyola Marymount,0.6,-5.2
2018,Mount St. Mary's,-0.5,-4.2
2018,Pittsburgh,-4.4,-0.4
2018,UTEP,-4.1,-0.8
2018,CSU Bakersfield,-5.4,0.5
2018,Drexel,-1.6,-3.3
2018,Fairleigh Dickinson,-1.5,-3.5
2018,Abilene Christian,-4.4,-0.7
2018,Hampton,-3.4,-1.8
2018,Akron,-2.3,-2.9
2018,Brown,-2.5,-2.7
2018,Colorado State,-1.9,-3.3
2018,Northern Illinois,-2.0,-3.3
2018,Delaware,-1.7,-3.8
2018,Florida International,-5.1,-0.6
2018,New Orleans,-4.4,-1.4
2018,Cornell,-0.9,-4.8
2018,Holy Cross,-4.0,-1.7
2018,Prairie View A&M,-2.5,-3.2
2018,Idaho State,-2.6,-3.4
2018,Binghamton,-3.9,-2.0
2018,Arkansas State,-0.4,-5.6
2018,Omaha,-0.6,-5.4
2018,California,-5.6,-0.5
2018,Western Illinois,-4.9,-1.2
2018,Dartmouth,-3.2,-2.9
2018,North Dakota,-2.2,-3.9
2018,North Carolina Central,-4.3,-1.9
2018,Lafayette,-2.2,-4.1
2018,UT Rio Grande Valley,-4.1,-2.1
2018,Southeast Missouri State,1.5,-7.7
2018,Montana State,-1.9,-4.4
2018,Samford,1.7,-8.1
2018,Air Force,-2.7,-3.7
2018,UMass Lowell,-0.8,-5.8
2018,Portland,-3.6,-2.9
2018,IUPUI,-4.5,-2.0
2018,Oral Roberts,-0.9,-5.7
2018,UC Riverside,-7.8,0.9
2018,Quinnipiac,-2.2,-4.7
2018,Chattanooga,-3.7,-3.2
2018,Pepperdine,-0.4,-6.5
2018,Morehead State,-4.2,-2.8
2018,Fordham,-6.6,-0.5
2018,South Florida,-4.6,-2.5
2018,Eastern Kentucky,-2.0,-5.2
2018,Santa Clara,-2.9,-4.4
2018,Western Carolina,-5.5,-1.8
2018,Loyola (MD),-5.0,-2.5
2018,Cleveland State,-3.9,-3.5
2018,Bethune-Cookman,-3.6,-3.9
2018,Little Rock,-6.7,-0.9
2018,Siena,-5.2,-2.3
2018,UT Martin,-5.5,-2.1
2018,Southern Utah,-2.7,-5.0
2018,McNeese,-3.4,-4.3
2019,Virginia,12.2,11.0
2019,Gonzaga,14.0,9.0
2019,Duke,10.9,10.4
2019,Michigan State,10.7,9.1
2019,North Carolina,10.7,8.2
2019,Texas Tech,6.2,12.6
2019,Kentucky,9.4,8.8
2019,Michigan,6.3,11.5
2019,Purdue,11.8,5.6
2019,Tennessee,11.4,5.7
2019,Virginia Tech,9.9,6.7
2019,Auburn,10.5,5.9
2019,Houston,7.7,8.1
2019,Florida State,5.9,8.7
2019,Iowa State,9.0,5.5
2019,Wofford,9.9,4.4
2019,Wisconsin,5.0,9.4
2019,Kansas,6.9,7.3
2019,Louisville,6.8,6.6
2019,Mississippi State,8.7,4.2
2019,Nevada,7.1,5.7
2019,Kansas State,2.8,9.9
2019,LSU,8.5,4.2
2019,Buffalo,7.0,5.6
2019,Villanova,8.5,4.0
2019,Maryland,6.1,5.9
2019,Cincinnati,5.2,6.7
2019,Texas,5.8,6.0
2019,NC State,7.0,4.6
2019,Florida,4.4,7.2
2019,Oregon,3.7,7.8
2019,Marquette,5.7,5.8
2019,Clemson,3.0,7.9
2019,Oklahoma,4.0,6.6
2019,Syracuse,3.8,6.7
2019,UCF,4.5,6.0
2019,Iowa,8.9,1.6
2019,Saint Mary's,7.3,3.1
2019,Baylor,6.7,3.6
2019,Nebraska,5.7,4.5
2019,VCU,0.1,9.9
2019,Ohio State,3.5,6.3
2019,TCU,4.2,5.3
2019,Belmont,7.5,1.9
2019,Indiana,3.1,5.9
2019,Murray State,5.8,3.2
2019,Lipscomb,4.9,4.1
2019,Penn State,2.3,6.6
2019,Utah State,4.5,4.4
2019,Creighton,6.4,2.4
2019,Ole Miss,5.2,3.5
2019,Washington,2.3,6.4
2019,Minnesota,3.7,4.4
2019,Dayton,5.4,2.7
2019,Vermont,4.3,3.6
2019,New Mexico State,5.3,2.6
2019,Seton Hall,3.1,4.6
2019,Liberty,4.2,3.3
2019,Furman,3.5,4.0
2019,Arizona State,3.5,4.0
2019,Arkansas,3.0,4.4
2019,San Francisco,5.0,2.2
2019,Toledo,3.8,3.2
2019,Memphis,3.4,3.6
2019,Xavier,4.8,2.1
2019,Butler,5.0,1.9
2019,Alabama,2.5,4.4
2019,Fresno State,3.5,3.2
2019,Temple,3.7,2.9
2019,Northwestern,-0.1,6.6
2019,East Tennessee State,3.8,2.7
2019,Miami,4.4,2.2
2019,Yale,4.8,1.6
2019,Hofstra,8.6,-2.3
2019,Providence,1.1,5.1
2019,St. John's,4.0,2.3
2019,Wichita State,1.7,4.3
2019,South Carolina,1.7,4.3
2019,Davidson,3.1,2.7
2019,UNC Greensboro,2.0,3.7
2019,Colorado,1.2,4.5
2019,South Dakota State,6.0,-0.4
2019,Missouri,1.7,3.8
2019,USC,4.1,1.4
2019,UC Irvine,1.1,4.4
2019,Rutgers,0.6,4.7
2019,San Diego,1.9,3.3
2019,Oregon State,4.7,0.5
2019,West Virginia,3.9,1.2
2019,Northeastern,5.1,-0.1
2019,Northern Kentucky,2.8,2.1
2019,Arizona,1.2,3.6
2019,Illinois,2.5,2.4
2019,BYU,4.7,0.1
2019,Notre Dame,2.8,2.0
2019,Georgetown,3.3,1.4
2019,Pittsburgh,0.2,4.5
2019,UConn,3.1,1.4
2019,Saint Louis,-1.0,5.5
2019,SMU,5.4,-1.0
2019,Texas A&M,1.9,2.4
2019,Georgia Southern,3.4,0.8
2019,San Diego State,0.6,3.4
2019,Austin Peay,4.3,-0.3
2019,UCLA,3.3,0.7
2019,Oklahoma State,2.4,1.6
2019,Georgia Tech,-2.1,5.9
2019,South Florida,-1.1,4.6
2019,Old Dominion,-1.9,5.5
2019,St. Bonaventure,-1.2,4.8
2019,Georgia State,2.9,0.7
2019,DePaul,4.4,-1.0
2019,Grand Canyon,1.9,1.5
2019,Harvard,0.8,2.6
2019,Boston College,2.2,1.1
2019,Jacksonville State,0.4,2.9
2019,Loyola Chicago,0.3,2.9
2019,Pennsylvania,0.2,2.9
2019,Texas State,-0.9,4.0
2019,Western Kentucky,0.5,2.6
2019,Stanford,-0.7,3.8
2019,Charleston,2.8,0.2
2019,Akron,-2.7,5.8
2019,Montana,2.5,0.6
2019,Wright State,1.3,1.7
2019,Ball State,0.4,2.5
2019,Tulsa,0.9,2.0
2019,Utah,5.7,-2.8
2019,Georgia,0.6,2.1
2019,Boise State,2.4,0.1
2019,Colgate,3.5,-1.0
2019,Rhode Island,-0.1,2.6
2019,Bowling Green,1.4,1.1
2019,Loyola Marymount,-0.5,2.9
2019,Southern Miss,1.3,1.1
2019,Utah Valley,2.7,-0.3
2019,Drake,1.2,1.0
2019,Bucknell,1.5,0.7
2019,Radford,2.7,-0.5
2019,Gardner-Webb,2.3,-0.3
2019,UC Santa Barbara,1.5,-0.1
2019,Brown,-2.0,3.4
2019,UL Monroe,5.0,-3.6
2019,Louisiana Tech,0.6,0.8
2019,Southern Illinois,-0.2,1.6
2019,UNLV,2.0,-0.7
2019,George Mason,0.1,1.1
2019,Central Michigan,3.3,-2.1
2019,North Texas,-1.9,3.0
2019,Abilene Christian,0.2,0.9
2019,Stony Brook,-2.7,3.8
2019,Vanderbilt,-0.7,1.7
2019,Northern Illinois,1.6,-0.7
2019,Pepperdine,2.1,-1.5
2019,Samford,0.7,-0.1
2019,Northern Colorado,1.2,-0.6
2019,Coastal Carolina,1.8,-1.3
2019,Purdue Fort Wayne,3.2,-2.7
2019,Kent State,2.3,-1.8
2019,Miami (OH),-0.3,0.7
2019,Lehigh,3.1,-2.8
2019,Duquesne,0.3,-0.1
2019,Omaha,4.4,-4.3
2019,Winthrop,2.5,-2.6
2019,Marshall,1.7,-1.8
2019,Campbell,2.4,-2.5
2019,Wake Forest,0.3,-0.5
2019,Presbyterian,2.6,-2.9
2019,Charleston Southern,-1.9,1.7
2019,UAB,0.7,-1.0
2019,Bradley,-2.0,1.6
2019,Missouri State,-0.1,-0.3
2019,Princeton,-2.6,2.2
2019,Richmond,3.1,-3.6
2019,Saint Joseph's,0.8,-1.5
2019,Hampton,0.7,-1.3
2019,NJIT,-1.7,0.9
2019,Iona,2.4,-3.1
2019,Hartford,2.3,-3.1
2019,Louisiana,1.9,-2.7
2019,Rider,-0.7,-0.2
2019,New Mexico,-0.3,-0.6
2019,Oakland,2.9,-3.9
2019,UT Arlington,-3.3,2.3
2019,Green Bay,0.2,-1.2
2019,Sam Houston,0.0,-1.0
2019,Mercer,-0.4,-0.7
2019,Texas Southern,1.6,-2.7
2019,American University,-1.3,0.1
2019,Eastern Michigan,-1.2,0.0
2019,CSU Fullerton,-2.4,1.2
2019,Dartmouth,-0.2,-1.1
2019,North Dakota State,2.2,-3.7
2019,Lamar,-0.9,-0.6
2019,Northern Iowa,-1.8,0.3
2019,Fairleigh Dickinson,1.3,-2.9
2019,Colorado State,2.8,-4.4
2019,Weber State,-0.5,-1.0
2019,IUPUI,-0.9,-0.7
2019,Appalachian State,2.0,-3.8
2019,UMass,0.3,-2.3
2019,UMBC,-4.2,2.2
2019,Columbia,-1.2,-0.9
2019,Seattle U,-1.3,-0.9
2019,UTSA,-0.5,-1.8
2019,Florida Atlantic,-3.8,1.5
2019,Hawai'i,0.2,-2.6
2019,Ohio,-3.6,1.2
2019,Santa Clara,-2.2,-0.2
2019,California Baptist,0.4,-2.9
2019,Long Beach State,-2.4,-0.1
2019,North Florida,-0.6,-2.0
2019,Prairie View A&M,-1.2,-1.4
2019,South Alabama,-1.1,-1.6
2019,Valparaiso,-3.3,0.6
2019,UIC,-2.3,-0.5
2019,Illinois State,-2.0,-0.9
2019,Quinnipiac,0.6,-3.6
2019,St. Francis (PA),1.1,-4.2
2019,UT Rio Grande Valley,-3.9,0.8
2019,Boston University,-0.3,-2.8
2019,La Salle,-3.0,-0.2
2019,William & Mary,0.0,-3.2
2019,Army,-4.1,0.9
2019,South Dakota,-2.1,-1.2
2019,Eastern Kentucky,-2.4,-1.0
2019,Florida International,-1.6,-1.9
2019,Pacific,-2.5,-1.0
2019,High Point,-2.9,-0.7
2019,Indiana State,-2.5,-1.1
2019,Holy Cross,-1.7,-1.9
2019,Sacred Heart,-0.1,-3.5
2019,Norfolk State,-3.8,0.2
2019,Troy,-0.4,-3.3
2019,Washington State,1.6,-5.3
2019,Long Island University,-3.2,-0.6
2019,Eastern Washington,-1.2,-2.6
2019,Robert Morris,-4.3,0.5
2019,CSU Bakersfield,-1.5,-2.5
2019,Cornell,-3.8,-0.2
2019,Little Rock,-2.8,-1.2
2019,The Citadel,2.6,-6.7
2019,Portland State,-1.5,-2.7
2019,UMass Lowell,0.0,-4.2
2019,Drexel,0.6,-4.8
2019,Fordham,-4.5,0.2
2019,Sacramento State,-4.3,0.0
2019,Evansville,-3.7,-0.9
2019,North Dakota,-3.1,-1.5
2019,Marist,-1.7,-2.9
2019,Siena,-1.5,-3.1
2019,Morehead State,-1.2,-3.4
2019,Florida Gulf Coast,-2.5,-2.2
2019,Canisius,-1.7,-3.0
2019,Jacksonville,-2.7,-2.0
2019,Chattanooga,-2.2,-2.7
2019,UC Davis,-4.5,-0.4
2019,St. Francis (BKN),-4.8,-0.2
2019,Montana State,2.0,-7.0
2019,Delaware,-0.1,-5.1
2019,Western Michigan,-3.4,-1.9
2019,SE Louisiana,-4.0,-1.3
2019,UNC Wilmington,1.2,-6.6
2019,Kansas City,-2.9,-2.5
2019,North Carolina Central,-3.6,-1.8
2019,Grambling,-5.6,0.2
2019,Loyola (MD),-2.1,-3.3
2019,Albany,-3.9,-1.7
2019,Arkansas State,-1.9,-3.7
2019,Detroit Mercy,-0.2,-5.4
2019,Southern Utah,-4.5,-1.3
2019,Houston Baptist,0.0,-5.9
2019,Towson,-2.6,-3.5
2019,Fairfield,-4.3,-1.7
2019,California,-2.0,-4.1
2019,Bethune-Cookman,-6.2,0.0
2019,Middle Tennessee,-5.0,-1.2
2019,East Carolina,-4.6,-1.7
2019,CSU Northridge,-0.4,-5.8
2019,George Washington,-5.0,-1.3
2019,Rice,-1.6,-4.8
2019,New Orleans,-5.8,-0.6
2019,Monmouth,-7.1,0.7
2019,Tulane,-4.9,-1.5
2019,Tennessee State,-3.4,-3.0
2019,Youngstown State,-1.0,-5.4
2019,Air Force,-2.9,-3.6
2019,Navy,-4.9,-1.7
2019,Lafayette,-1.5,-5.2
2019,Western Carolina,-3.0,-3.6
2019,James Madison,-2.6,-4.1
2019,Longwood,-4.3,-2.4
2019,Western Illinois,-4.6,-2.2
2019,North Carolina A&T,-4.1,-2.6
2019,Wagner,-5.9,-1.0
2019,Milwaukee,-3.3,-3.6
2019,UT Martin,0.0,-7.0
2019,Niagara,-1.2,-5.8
2019,Cleveland State,-2.5,-4.5
2019,Howard,-1.5,-5.7
2021,Gonzaga,15.0,6.3
2021,Baylor,13.9,6.8
2021,Houston,9.9,8.4
2021,Illinois,9.7,8.0
2021,Michigan,9.7,7.7
2021,Iowa,14.3,2.7
2021,Villanova,10.9,4.2
2021,Texas Tech,6.5,7.9
2021,Alabama,5.8,8.6
2021,USC,7.0,7.3
2021,Ohio State,10.6,3.6
2021,Virginia,8.0,5.8
2021,Arkansas,6.4,7.1
2021,Tennessee,5.0,8.3
2021,Loyola Chicago,5.6,7.7
2021,Wisconsin,6.0,7.2
2021,Creighton,8.0,5.0
2021,Colorado,7.4,5.7
2021,Florida State,7.0,5.7
2021,LSU,11.2,1.4
2021,UConn,6.4,6.1
2021,Texas,6.7,5.7
2021,San Diego State,5.3,6.9
2021,West Virginia,8.1,3.9
2021,Kansas,5.3,6.7
2021,North Carolina,5.1,6.6
2021,Purdue,6.2,5.4
2021,UCLA,8.1,3.3
2021,St. Bonaventure,5.2,6.2
2021,Oregon,8.2,3.0
2021,Duke,7.7,3.4
2021,BYU,6.6,4.5
2021,Oklahoma,6.4,4.6
2021,Syracuse,6.8,4.2
2021,Memphis,1.6,9.2
2021,Florida,5.8,4.5
2021,Oklahoma State,3.9,6.3
2021,Georgia Tech,6.4,3.5
2021,Maryland,6.0,3.8
2021,Arizona,6.3,3.4
2021,Rutgers,3.2,6.4
2021,Virginia Tech,5.1,4.5
2021,Clemson,2.3,7.3
2021,Saint Louis,5.2,4.3
2021,Penn State,5.4,4.0
2021,Ole Miss,1.9,7.3
2021,NC State,5.5,3.5
2021,Missouri,4.8,4.2
2021,Indiana,4.0,4.8
2021,Seton Hall,4.7,4.1
2021,SMU,5.2,3.5
2021,Colgate,6.9,1.6
2021,Davidson,7.9,0.6
2021,Kentucky,3.2,5.3
2021,Utah State,1.7,6.7
2021,Richmond,6.0,2.3
2021,Boise State,4.2,4.1
2021,Xavier,4.7,3.6
2021,VCU,0.8,7.4
2021,UC Santa Barbara,5.2,2.9
2021,Louisville,3.9,4.0
2021,Mississippi State,3.7,4.1
2021,Oregon State,5.3,2.3
2021,St. John's,5.2,2.3
2021,Wright State,3.5,4.0
2021,Drake,5.7,1.6
2021,Auburn,4.8,2.4
2021,Providence,3.7,3.4
2021,North Texas,3.6,3.5
2021,Michigan State,3.1,4.0
2021,Georgetown,3.1,4.0
2021,Utah,4.9,2.0
2021,Louisiana Tech,1.7,4.9
2021,Toledo,6.5,0.1
2021,Minnesota,2.6,3.9
2021,Liberty,4.7,1.7
2021,Grand Canyon,3.6,2.8
2021,Northwestern,2.0,4.2
2021,Marquette,3.2,3.1
2021,Stanford,1.2,5.0
2021,Notre Dame,7.1,-1.1
2021,UAB,0.9,5.1
2021,Colorado State,4.0,1.9
2021,Marshall,4.3,1.6
2021,Winthrop,2.5,3.3
2021,Abilene Christian,-0.7,6.5
2021,Dayton,3.6,2.1
2021,Pittsburgh,3.3,2.2
2021,UNC Greensboro,1.1,4.3
2021,Belmont,4.8,0.5
2021,Saint Mary's,0.1,5.1
2021,Western Kentucky,3.0,2.2
2021,Buffalo,2.6,2.6
2021,Ohio,4.9,0.2
2021,Rhode Island,1.1,4.0
2021,Furman,4.4,0.6
2021,Vermont,3.0,2.0
2021,Wichita State,1.7,3.3
2021,UC Irvine,-0.3,5.0
2021,Loyola Marymount,2.6,1.9
2021,Pepperdine,3.3,1.2
2021,Vanderbilt,3.7,0.7
2021,South Dakota State,5.8,-1.6
2021,Georgia,2.5,1.6
2021,Eastern Washington,4.1,0.0
2021,Arizona State,3.1,0.8
2021,UC Riverside,0.7,3.2
2021,Duquesne,0.2,3.4
2021,Nevada,2.5,1.2
2021,Wofford,3.2,0.4
2021,Washington State,-1.5,5.0
2021,San Francisco,1.1,2.5
2021,UMass,2.2,1.2
2021,Georgia State,3.6,-0.2
2021,UCF,1.7,1.7
2021,Weber State,3.6,-0.3
2021,Nebraska,-0.5,3.8
2021,South Carolina,0.9,2.2
2021,Missouri State,1.9,1.1
2021,Tulsa,0.4,2.5
2021,Butler,0.4,2.5
2021,Southern Utah,3.1,-0.5
2021,Murray State,2.2,0.4
2021,Akron,3.2,-0.6
2021,Kent State,1.6,0.9
2021,Cincinnati,0.2,2.3
2021,Coastal Carolina,1.2,0.7
2021,CSU Bakersfield,0.5,1.4
2021,Texas A&M,-0.2,2.0
2021,UMBC,-0.1,1.8
2021,Miami,0.3,1.4
2021,New Mexico State,1.7,0.0
2021,TCU,1.0,0.7
2021,Mercer,2.0,-0.5
2021,Temple,-0.2,1.7
2021,Iona,0.3,1.1
2021,Oral Roberts,3.4,-1.9
2021,DePaul,-2.4,3.8
2021,Bowling Green,2.0,-0.7
2021,California,0.6,0.7
2021,UNLV,2.0,-0.7
2021,Siena,0.3,0.9
2021,Bradley,0.6,0.6
2021,Stephen F. Austin,0.9,0.2
2021,East Tennessee State,-0.4,1.4
2021,Florida Atlantic,1.2,-0.2
2021,Eastern Kentucky,-0.4,1.3
2021,Drexel,2.4,-1.5
2021,Navy,0.5,0.4
2021,Sam Houston,0.4,0.5
2021,James Madison,1.2,-0.3
2021,George Mason,-0.9,1.5
2021,Boston College,1.5,-0.9
2021,Santa Clara,-1.2,1.6
2021,Bryant,1.2,-0.8
2021,Pacific,-0.6,1.0
2021,Morehead State,-1.7,2.1
2021,Bellarmine,3.3,-3.1
2021,North Dakota State,0.6,-0.5
2021,Old Dominion,-0.6,0.7
2021,Indiana State,-1.0,1.1
2021,Jacksonville State,0.8,-0.8
2021,Chattanooga,0.4,-0.4
2021,Detroit Mercy,4.1,-4.2
2021,Nicholls,-0.4,0.2
2021,Iowa State,-0.8,0.6
2021,UTEP,-0.4,0.1
2021,Kansas City,-1.8,1.5
2021,Wake Forest,-0.2,-0.2
2021,Ball State,0.1,-0.5
2021,Washington,-0.3,-0.1
2021,Hofstra,2.3,-2.7
2021,Tulane,-2.5,2.0
2021,Northeastern,-2.2,1.7
2021,Hartford,-2.9,2.5
2021,East Carolina,-2.4,1.8
2021,UTSA,2.3,-2.9
2021,South Dakota,1.9,-2.5
2021,Appalachian State,-1.5,0.9
2021,Albany,-0.8,0.1
2021,Army,-1.8,1.0
2021,Gardner-Webb,0.8,-1.7
2021,VMI,2.3,-3.3
2021,South Florida,-0.9,-0.1
2021,Monmouth,-1.1,0.0
2021,Northern Iowa,0.2,-1.4
2021,Texas State,-2.1,0.7
2021,Tarleton,-2.0,0.5
2021,Loyola (MD),-2.0,0.4
2021,Kansas State,-2.7,1.0
2021,Saint Peter's,-6.1,4.4
2021,Texas Southern,-1.6,-0.1
2021,Canisius,-0.7,-1.0
2021,Cleveland State,-2.0,0.2
2021,Elon,-2.8,1.0
2021,Miami (OH),1.9,-3.8
2021,Montana,-2.0,0.1
2021,UMass Lowell,-0.3,-1.7
2021,Hawai'i,-1.8,-0.3
2021,Austin Peay,2.0,-4.0
2021,Stony Brook,-4.4,2.3
2021,Mount St. Mary's,-3.6,1.3
2021,South Alabama,1.2,-3.5
2021,Prairie View A&M,-3.1,0.8
2021,Wagner,-0.4,-2.0
2021,Campbell,0.8,-3.2
2021,Fresno State,-2.1,-0.4
2021,Niagara,-0.9,-1.7
2021,UT Arlington,-2.3,-0.6
2021,UC Davis,-2.2,-0.6
2021,California Baptist,2.4,-5.3
2021,The Citadel,1.1,-4.2
2021,Charleston,0.7,-3.8
2021,Norfolk State,-3.0,-0.1
2021,UNC Wilmington,1.3,-4.4
2021,La Salle,-1.8,-1.5
2021,Sacramento State,0.8,-4.0
2021,Montana State,-1.2,-2.1
2021,Morgan State,-1.7,-1.6
2021,New Hampshire,-2.8,-0.6
2021,UNC Asheville,-1.2,-2.2
2021,Rice,-0.4,-3.0
2021,Little Rock,-1.6,-1.8
2021,Boston University,-0.3,-3.1
2021,Northern Kentucky,0.4,-3.9
2021,San Diego,-3.5,0.1
2021,Seattle U,-2.3,-1.2
2021,Louisiana,-1.8,-1.8
2021,Lafayette,1.7,-5.3
2021,Milwaukee,-0.5,-3.1
2021,Georgia Southern,-3.3,-0.4
2021,Bucknell,-1.2,-2.5
2021,Marist,-5.7,2.0
2021,George Washington,-0.6,-3.2
2021,Idaho State,-3.8,0.0
2021,Charlotte,-3.1,-0.8
2021,Wyoming,1.7,-5.7
2021,Lipscomb,-1.2,-2.8
2021,Southern Illinois,-2.3,-1.7
2021,Stetson,-0.7,-3.4
2021,Western Carolina,-0.4,-3.7
2021,Valparaiso,-4.9,0.7
2021,Radford,-3.1,-1.2
2021,NJIT,-2.8,-1.5
2021,Long Island University,-3.8,-0.5
2021,Jackson State,-7.2,2.9
2021,Arkansas State,-1.0,-3.4
2021,American University,-1.9,-2.5
2021,Saint Joseph's,-0.9,-3.5
2021,Utah Valley,-1.4,-3.1
2021,Merrimack,-6.0,1.4
2021,Delaware,-3.2,-1.4
2021,North Alabama,-3.4,-1.2
2021,Illinois State,-2.6,-2.1
2021,Portland State,-5.5,0.5
2021,Quinnipiac,-5.4,0.4
2021,Northern Colorado,-2.4,-2.5
2021,Florida Gulf Coast,-5.3,0.2
2021,CSU Fullerton,-0.3,-4.8
2021,Evansville,1.0,-6.2
2021,Fairleigh Dickinson,0.3,-5.5
2021,Southern Miss,-5.8,0.6
2021,Long Beach State,-2.9,-2.4
2021,Youngstown State,-0.8,-4.4
2021,UT Rio Grande Valley,-5.7,0.3
2021,St. Francis (BKN),-0.3,-5.2
2021,Samford,-2.2,-3.3
2021,Oakland,0.2,-5.8
2021,New Orleans,-3.0,-2.6
2021,Longwood,-3.8,-1.9
2021,McNeese,-0.7,-5.0
2021,Southern,-5.4,-0.4
2021,Manhattan,-6.9,1.0
2021,North Carolina A&T,-5.1,-0.8
2021,St. Francis (PA),-3.7,-2.4
2021,Towson,-1.7,-4.6
2021,Eastern Illinois,-3.4,-3.0
2021,Troy,-6.4,0.1
2021,Fairfield,-4.5,-2.1
2021,CSU Northridge,-0.6,-6.0
2021,High Point,-3.7,-2.9
2021,Purdue Fort Wayne,-1.3,-5.5
2021,IUPUI,-4.0,-2.8
2021,Southeast Missouri State,-4.5,-2.3
2021,Florida A&M,-7.1,0.2
2021,UC San Diego,-2.7,-4.2
2021,Rider,-1.6,-5.3
2021,Green Bay,-1.1,-6.0
2021,Holy Cross,-2.8,-4.3
2021,Sacred Heart,-1.7,-5.5
2021,Jacksonville,-5.5,-1.8
2021,Lamar,-5.4,-1.9
2021,Middle Tennessee,-6.4,-0.9
2021,Central Michigan,-2.0,-5.4
2021,UIC,-5.4,-2.0
2021,UL Monroe,-5.4,-2.0
2021,Northwestern State,-3.1,-4.4
